Id,Predicted,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22
13,9,0.0,0.01,0.36,0.01,0.0,0.0,0.0,0.02,0.72,0.01,0.01,0.02,0.01,0.0,0.0,0.03,0.0,0.01,0.02,0.01,0.01,0.0
14,7,0.0,0.09,0.02,0.08,0.03,0.01,0.23,0.03,0.02,0.05,0.08,0.0,0.01,0.01,0.02,0.04,0.01,0.03,0.01,0.05,0.0,0.0
15,17,0.0,0.03,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.03,0.02,0.07,0.24,0.01,0.0,0.35,0.04,0.04,0.02,0.29,0.08
16,5,0.0,0.02,0.05,0.01,0.4,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.02
17,13,0.0,0.01,0.01,0.06,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.2,0.0,0.01,0.02,0.0,0.07,0.01,0.0,0.19,0.0
18,18,0.0,0.02,0.0,0.02,0.02,0.04,0.01,0.0,0.0,0.01,0.02,0.01,0.19,0.1,0.0,0.24,0.08,0.42,0.1,0.19,0.08,0.23
19,20,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.02,0.04,0.04,0.0,0.02,0.05,0.04,0.04,0.15,0.2,0.0,0.0
20,17,0.0,0.01,0.02,0.0,0.06,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.04,0.02,0.0,0.08,0.39,0.07,0.03,0.04,0.0,0.01
21,15,0.0,0.02,0.04,0.02,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.04,0.01,0.0,0.42,0.02,0.05,0.02,0.02,0.05,0.04,0.07
22,17,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.02,0.03,0.04,0.03,0.02,0.23,0.02,0.0,0.28,0.01,0.03,0.07,0.02,0.06
23,6,0.0,0.0,0.02,0.0,0.01,0.28,0.0,0.0,0.01,0.0,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.07,0.02,0.02,0.01,0.01
24,21,0.0,0.0,0.01,0.05,0.02,0.05,0.01,0.0,0.0,0.01,0.01,0.03,0.03,0.01,0.02,0.01,0.0,0.01,0.0,0.04,0.35,0.18
25,21,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.04,0.0,0.02,0.1,0.0,0.0,0.49,0.02
26,10,0.0,0.11,0.2,0.04,0.01,0.07,0.08,0.19,0.03,0.31,0.03,0.03,0.0,0.03,0.0,0.01,0.03,0.02,0.05,0.05,0.0,0.01
27,4,0.0,0.03,0.01,0.43,0.07,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.03
28,6,0.0,0.26,0.09,0.28,0.27,0.35,0.01,0.06,0.16,0.06,0.0,0.03,0.01,0.02,0.01,0.02,0.0,0.02,0.01,0.02,0.0,0.02
29,8,0.0,0.05,0.02,0.35,0.0,0.02,0.02,0.56,0.02,0.02,0.0,0.01,0.0,0.01,0.03,0.03,0.0,0.04,0.03,0.02,0.01,0.0
30,8,0.0,0.01,0.02,0.01,0.09,0.13,0.01,0.16,0.0,0.02,0.0,0.0,0.01,0.06,0.0,0.05,0.04,0.07,0.0,0.0,0.01,0.04
31,14,0.0,0.03,0.0,0.01,0.04,0.02,0.06,0.01,0.02,0.01,0.01,0.03,0.02,0.34,0.07,0.01,0.05,0.12,0.05,0.2,0.2,0.21
32,20,0.0,0.03,0.02,0.03,0.0,0.03,0.04,0.02,0.02,0.03,0.01,0.03,0.2,0.07,0.03,0.08,0.07,0.01,0.02,0.28,0.21,0.21
33,6,0.0,0.02,0.03,0.02,0.02,0.24,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.06,0.0,0.04,0.02,0.03,0.02,0.02,0.0,0.03
34,14,0.0,0.03,0.02,0.0,0.05,0.0,0.0,0.02,0.01,0.02,0.05,0.0,0.04,0.13,0.03,0.04,0.08,0.05,0.06,0.01,0.02,0.09
35,8,0.0,0.03,0.06,0.43,0.03,0.05,0.02,0.51,0.21,0.05,0.01,0.0,0.01,0.0,0.0,0.03,0.0,0.01,0.0,0.01,0.01,0.0
36,22,0.0,0.02,0.03,0.02,0.05,0.01,0.02,0.01,0.0,0.01,0.0,0.01,0.19,0.22,0.16,0.17,0.13,0.2,0.03,0.07,0.03,0.29
37,17,0.0,0.0,0.01,0.03,0.02,0.0,0.03,0.02,0.01,0.02,0.0,0.03,0.06,0.1,0.22,0.0,0.27,0.13,0.0,0.06,0.1,0.01
38,4,0.0,0.1,0.17,0.29,0.03,0.23,0.0,0.1,0.23,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.07,0.01,0.02,0.0
39,7,0.0,0.04,0.03,0.01,0.0,0.0,0.28,0.17,0.0,0.01,0.04,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.01,0.0,0.01,0.0
40,20,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.04,0.02,0.0,0.0,0.03,0.0,0.0,0.01,0.12,0.0,0.03,0.05,0.21,0.13,0.04
41,18,0.0,0.02,0.02,0.0,0.02,0.04,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.09,0.15,0.25,0.25,0.01,0.06,0.03
42,16,0.0,0.02,0.01,0.04,0.02,0.0,0.0,0.06,0.0,0.01,0.01,0.02,0.02,0.01,0.02,0.29,0.27,0.15,0.02,0.02,0.0,0.29
43,10,0.0,0.11,0.04,0.02,0.21,0.04,0.32,0.0,0.03,0.34,0.01,0.03,0.0,0.01,0.07,0.04,0.04,0.04,0.02,0.0,0.01,0.02
44,8,0.0,0.0,0.02,0.01,0.04,0.0,0.05,0.32,0.08,0.01,0.07,0.0,0.04,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0
45,8,0.0,0.04,0.2,0.15,0.04,0.03,0.01,0.23,0.0,0.0,0.03,0.01,0.0,0.01,0.02,0.03,0.01,0.05,0.04,0.01,0.0,0.04
46,20,0.0,0.03,0.0,0.03,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.04,0.07,0.0,0.01,0.03,0.0,0.24,0.03,0.25,0.1,0.12
47,14,0.0,0.01,0.03,0.02,0.01,0.03,0.02,0.04,0.03,0.01,0.0,0.03,0.06,0.25,0.1,0.09,0.02,0.06,0.02,0.0,0.07,0.03
48,22,0.0,0.0,0.03,0.03,0.0,0.0,0.04,0.01,0.02,0.01,0.0,0.01,0.04,0.07,0.0,0.02,0.01,0.0,0.23,0.0,0.13,0.26
49,14,0.0,0.01,0.01,0.05,0.02,0.01,0.02,0.02,0.0,0.01,0.04,0.0,0.35,0.36,0.0,0.04,0.33,0.06,0.03,0.1,0.03,0.06
50,8,0.0,0.07,0.07,0.46,0.01,0.02,0.0,0.51,0.01,0.02,0.0,0.0,0.01,0.03,0.0,0.0,0.02,0.01,0.01,0.02,0.01,0.02
51,21,0.0,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.01,0.04,0.0,0.0,0.01,0.02,0.0,0.0,0.03,0.02,0.3,0.16
52,14,0.0,0.04,0.03,0.0,0.04,0.01,0.04,0.01,0.02,0.0,0.05,0.02,0.08,0.13,0.02,0.07,0.07,0.12,0.07,0.01,0.11,0.0
53,13,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.01,0.0,0.0,0.03,0.4,0.0,0.0,0.15,0.0,0.01,0.0,0.11,0.0,0.03
54,17,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.01,0.02,0.02,0.02,0.01,0.06,0.0,0.0,0.01,0.35,0.04,0.02,0.03,0.25,0.25
55,6,0.0,0.02,0.17,0.08,0.0,0.28,0.25,0.05,0.12,0.15,0.14,0.0,0.02,0.02,0.03,0.0,0.0,0.03,0.01,0.0,0.02,0.0
56,4,0.0,0.16,0.08,0.37,0.11,0.16,0.01,0.03,0.06,0.03,0.08,0.0,0.01,0.05,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.02
57,15,0.0,0.0,0.01,0.0,0.0,0.04,0.02,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.46,0.05,0.39,0.06,0.0,0.0,0.14,0.05
58,2,0.0,0.4,0.01,0.02,0.01,0.03,0.01,0.0,0.01,0.07,0.05,0.0,0.0,0.01,0.05,0.03,0.02,0.01,0.0,0.01,0.01,0.0
59,10,0.0,0.22,0.04,0.02,0.07,0.19,0.1,0.02,0.06,0.32,0.11,0.01,0.03,0.04,0.03,0.01,0.0,0.04,0.01,0.0,0.0,0.01
60,2,0.0,0.38,0.01,0.05,0.21,0.09,0.05,0.13,0.05,0.0,0.19,0.01,0.04,0.01,0.03,0.0,0.03,0.0,0.0,0.01,0.01,0.03
61,21,0.0,0.03,0.03,0.02,0.01,0.01,0.0,0.02,0.01,0.01,0.04,0.02,0.04,0.16,0.03,0.12,0.19,0.14,0.0,0.2,0.22,0.01
62,2,0.0,0.32,0.13,0.02,0.0,0.06,0.01,0.04,0.0,0.01,0.06,0.01,0.01,0.02,0.0,0.0,0.02,0.01,0.06,0.01,0.03,0.02
63,8,0.0,0.04,0.03,0.0,0.11,0.03,0.02,0.21,0.1,0.08,0.12,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.04,0.03
64,19,0.0,0.06,0.01,0.06,0.04,0.01,0.01,0.02,0.01,0.02,0.05,0.02,0.02,0.11,0.07,0.0,0.1,0.26,0.34,0.07,0.04,0.08
65,7,0.0,0.03,0.03,0.14,0.01,0.0,0.24,0.05,0.0,0.0,0.02,0.01,0.01,0.03,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0
66,2,0.0,0.27,0.0,0.03,0.09,0.01,0.11,0.0,0.01,0.06,0.26,0.02,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.01,0.01,0.01
67,16,0.0,0.02,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.03,0.02,0.03,0.02,0.04,0.02,0.16,0.15,0.01,0.0,0.01,0.03,0.02
68,17,0.0,0.02,0.02,0.01,0.02,0.0,0.0,0.03,0.0,0.0,0.04,0.05,0.02,0.22,0.07,0.0,0.23,0.02,0.04,0.0,0.06,0.18
69,20,0.0,0.01,0.05,0.0,0.04,0.0,0.03,0.03,0.01,0.0,0.0,0.01,0.04,0.06,0.01,0.1,0.13,0.02,0.0,0.16,0.03,0.01
70,22,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.02,0.06,0.06,0.32,0.25,0.03,0.03,0.39,0.0,0.43
71,14,0.0,0.01,0.0,0.01,0.04,0.02,0.03,0.0,0.01,0.01,0.0,0.02,0.03,0.33,0.09,0.01,0.01,0.0,0.01,0.01,0.0,0.0
72,6,0.0,0.01,0.02,0.01,0.01,0.22,0.02,0.01,0.11,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.03,0.05,0.0,0.02
73,8,0.0,0.03,0.01,0.01,0.04,0.0,0.01,0.58,0.12,0.34,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.0,0.01,0.03,0.01
74,9,0.0,0.03,0.21,0.02,0.04,0.01,0.0,0.02,0.45,0.01,0.02,0.04,0.0,0.01,0.0,0.02,0.02,0.0,0.02,0.01,0.0,0.0
75,6,0.0,0.19,0.02,0.01,0.01,0.25,0.03,0.07,0.24,0.09,0.11,0.01,0.03,0.03,0.0,0.01,0.04,0.01,0.0,0.01,0.05,0.01
76,3,0.0,0.02,0.24,0.12,0.21,0.1,0.03,0.02,0.02,0.1,0.01,0.0,0.0,0.0,0.02,0.03,0.02,0.04,0.0,0.0,0.04,0.03
77,4,0.0,0.03,0.01,0.43,0.01,0.43,0.02,0.02,0.02,0.06,0.01,0.02,0.03,0.0,0.03,0.02,0.01,0.05,0.0,0.0,0.01,0.01
78,6,0.0,0.01,0.08,0.2,0.08,0.25,0.01,0.24,0.0,0.13,0.12,0.03,0.0,0.01,0.02,0.0,0.04,0.03,0.03,0.04,0.03,0.03
79,6,0.0,0.03,0.12,0.19,0.06,0.32,0.03,0.04,0.02,0.0,0.15,0.04,0.0,0.02,0.01,0.02,0.01,0.05,0.01,0.05,0.01,0.02
80,21,0.0,0.02,0.0,0.03,0.0,0.04,0.01,0.01,0.02,0.03,0.02,0.01,0.08,0.03,0.31,0.04,0.03,0.03,0.02,0.03,0.38,0.03
81,9,0.0,0.05,0.04,0.01,0.06,0.0,0.03,0.02,0.56,0.0,0.54,0.01,0.0,0.01,0.03,0.02,0.01,0.02,0.02,0.01,0.0,0.01
82,15,0.0,0.01,0.0,0.0,0.03,0.02,0.01,0.04,0.03,0.01,0.0,0.03,0.0,0.02,0.21,0.16,0.03,0.01,0.0,0.0,0.06,0.01
83,10,0.0,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.29,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.03
84,3,0.0,0.06,0.31,0.0,0.01,0.0,0.05,0.05,0.04,0.12,0.0,0.01,0.01,0.0,0.0,0.02,0.03,0.01,0.02,0.03,0.0,0.01
85,22,0.0,0.03,0.01,0.01,0.0,0.01,0.03,0.01,0.02,0.01,0.0,0.02,0.01,0.01,0.01,0.01,0.07,0.0,0.04,0.01,0.09,0.13
86,16,0.0,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.03,0.02,0.02,0.01,0.0,0.4,0.31,0.03,0.08,0.0,0.01,0.12
87,7,0.0,0.02,0.01,0.02,0.11,0.01,0.12,0.01,0.06,0.04,0.06,0.0,0.0,0.01,0.03,0.05,0.02,0.02,0.01,0.0,0.0,0.0
88,19,0.0,0.03,0.02,0.01,0.03,0.0,0.03,0.0,0.0,0.02,0.0,0.01,0.04,0.0,0.1,0.0,0.02,0.0,0.32,0.19,0.02,0.03
89,19,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.03,0.01,0.02,0.01,0.0,0.08,0.22,0.08,0.01,0.34,0.02,0.07,0.02
90,13,0.0,0.02,0.01,0.04,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.21,0.0,0.03,0.04,0.05,0.07,0.06,0.14,0.01,0.0
91,2,0.0,0.22,0.03,0.04,0.05,0.01,0.07,0.0,0.0,0.04,0.0,0.0,0.01,0.05,0.01,0.02,0.0,0.02,0.01,0.03,0.0,0.02
92,11,0.0,0.01,0.17,0.05,0.2,0.04,0.24,0.03,0.08,0.0,0.27,0.04,0.01,0.02,0.02,0.01,0.04,0.01,0.0,0.01,0.01,0.03
93,8,0.0,0.08,0.2,0.01,0.01,0.06,0.0,0.23,0.0,0.0,0.09,0.01,0.0,0.0,0.02,0.03,0.05,0.0,0.0,0.01,0.0,0.01
94,11,0.0,0.02,0.05,0.1,0.0,0.03,0.03,0.01,0.02,0.03,0.17,0.02,0.01,0.01,0.03,0.0,0.02,0.0,0.01,0.01,0.0,0.03
95,6,0.0,0.0,0.01,0.0,0.02,0.42,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.01,0.0,0.01
96,7,0.0,0.16,0.0,0.26,0.2,0.05,0.51,0.08,0.15,0.26,0.02,0.03,0.02,0.02,0.0,0.02,0.03,0.0,0.02,0.05,0.01,0.01
97,2,0.0,0.3,0.06,0.05,0.1,0.26,0.03,0.21,0.01,0.02,0.03,0.0,0.01,0.03,0.0,0.02,0.02,0.03,0.0,0.01,0.05,0.02
98,3,0.0,0.09,0.36,0.08,0.17,0.06,0.13,0.21,0.05,0.03,0.02,0.0,0.06,0.03,0.03,0.01,0.04,0.01,0.03,0.04,0.03,0.04
99,2,0.0,0.19,0.11,0.19,0.05,0.03,0.02,0.02,0.02,0.0,0.08,0.03,0.03,0.03,0.0,0.02,0.03,0.02,0.04,0.0,0.01,0.01
100,16,0.0,0.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.01,0.12,0.03,0.01,0.01,0.01,0.0,0.01
101,17,0.0,0.02,0.01,0.01,0.02,0.09,0.02,0.04,0.0,0.01,0.01,0.02,0.11,0.2,0.02,0.02,0.39,0.03,0.1,0.02,0.02,0.03
102,15,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.01,0.0,0.0,0.0,0.02,0.19,0.04,0.4,0.05,0.0,0.02,0.33,0.0,0.08,0.04
103,4,0.0,0.0,0.12,0.52,0.0,0.01,0.12,0.02,0.0,0.05,0.03,0.01,0.03,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02
104,14,0.0,0.01,0.03,0.05,0.03,0.0,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.32,0.01,0.06,0.1,0.07,0.08,0.0,0.05,0.07
105,9,0.0,0.12,0.12,0.0,0.09,0.05,0.07,0.03,0.13,0.05,0.09,0.02,0.02,0.03,0.01,0.0,0.01,0.03,0.01,0.0,0.01,0.08
106,8,0.0,0.08,0.07,0.06,0.03,0.04,0.04,0.27,0.02,0.0,0.06,0.05,0.03,0.01,0.0,0.01,0.02,0.01,0.0,0.03,0.06,0.0
107,5,0.0,0.01,0.02,0.0,0.38,0.02,0.05,0.01,0.05,0.04,0.11,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.01,0.01,0.0
108,8,0.0,0.01,0.0,0.02,0.04,0.0,0.01,0.28,0.03,0.06,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.04,0.02,0.0,0.02
109,19,0.0,0.01,0.04,0.04,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.08,0.23,0.05,0.01,0.05
110,11,0.0,0.1,0.06,0.01,0.05,0.0,0.17,0.08,0.38,0.0,0.41,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.02,0.0,0.0,0.03
111,5,0.0,0.04,0.07,0.01,0.38,0.13,0.02,0.01,0.0,0.3,0.06,0.02,0.02,0.01,0.02,0.01,0.0,0.01,0.05,0.02,0.0,0.01
112,7,0.0,0.06,0.18,0.0,0.07,0.04,0.25,0.19,0.05,0.01,0.14,0.01,0.05,0.0,0.04,0.04,0.0,0.03,0.02,0.0,0.03,0.02
113,17,0.0,0.01,0.06,0.0,0.0,0.02,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.25,0.01,0.0,0.34,0.02,0.06,0.01,0.01,0.02
114,14,0.0,0.04,0.02,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.01,0.01,0.06,0.26,0.04,0.03,0.21,0.09,0.25,0.04,0.0,0.05
115,7,0.0,0.0,0.0,0.01,0.01,0.08,0.32,0.01,0.1,0.02,0.02,0.01,0.02,0.01,0.05,0.0,0.03,0.0,0.01,0.0,0.01,0.0
116,8,0.0,0.07,0.18,0.04,0.16,0.07,0.0,0.21,0.16,0.04,0.03,0.03,0.04,0.01,0.01,0.0,0.02,0.04,0.01,0.02,0.04,0.0
117,13,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.5,0.01,0.0,0.03,0.0,0.0,0.35,0.03,0.0,0.05
118,2,0.0,0.32,0.03,0.12,0.01,0.0,0.16,0.0,0.04,0.27,0.01,0.0,0.0,0.01,0.02,0.0,0.02,0.03,0.01,0.02,0.02,0.04
119,3,0.0,0.01,0.15,0.14,0.01,0.0,0.05,0.03,0.09,0.02,0.01,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.04,0.0,0.0,0.01
120,15,0.0,0.01,0.03,0.01,0.01,0.03,0.0,0.01,0.02,0.02,0.03,0.0,0.09,0.04,0.33,0.03,0.02,0.16,0.03,0.04,0.09,0.0
121,22,0.0,0.0,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.02,0.0,0.02,0.08,0.06,0.1,0.08,0.05,0.03,0.18,0.14,0.28,0.51
122,4,0.0,0.03,0.06,0.27,0.09,0.1,0.01,0.09,0.02,0.04,0.03,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01
123,6,0.0,0.02,0.06,0.06,0.12,0.25,0.02,0.01,0.08,0.06,0.0,0.0,0.01,0.0,0.01,0.01,0.04,0.04,0.02,0.0,0.02,0.0
124,10,0.0,0.01,0.02,0.0,0.0,0.01,0.04,0.02,0.0,0.06,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.04,0.0,0.01,0.01,0.0
125,2,0.0,0.31,0.0,0.3,0.0,0.04,0.08,0.0,0.27,0.02,0.04,0.01,0.02,0.03,0.0,0.01,0.01,0.0,0.02,0.02,0.03,0.03
126,13,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.04,0.02,0.01,0.0,0.0,0.33,0.0,0.14,0.0,0.19,0.0,0.01,0.05,0.01,0.0
127,8,0.0,0.15,0.33,0.02,0.15,0.34,0.03,0.36,0.22,0.23,0.01,0.02,0.01,0.05,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.02
128,16,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.01,0.02,0.01,0.0,0.06,0.0,0.17,0.0,0.27,0.0,0.06,0.01,0.04,0.07,0.03
129,19,0.0,0.0,0.01,0.02,0.01,0.04,0.0,0.04,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.15,0.01,0.26,0.01,0.12,0.0
130,22,0.0,0.04,0.01,0.02,0.0,0.01,0.02,0.0,0.02,0.03,0.01,0.06,0.33,0.07,0.02,0.1,0.02,0.12,0.32,0.09,0.01,0.36
131,21,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.04,0.05,0.01,0.07,0.01,0.09,0.11,0.01,0.07,0.01,0.0,0.16,0.0
132,11,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.01,0.06,0.0,0.34,0.02,0.0,0.05,0.0,0.02,0.0,0.03,0.04,0.01,0.0,0.0
133,3,0.0,0.03,0.43,0.19,0.03,0.01,0.1,0.01,0.0,0.43,0.01,0.04,0.0,0.01,0.02,0.01,0.02,0.02,0.01,0.0,0.0,0.0
134,20,0.0,0.04,0.04,0.01,0.04,0.05,0.03,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.2,0.12,0.05,0.07,0.0,0.29,0.16,0.07
135,16,0.0,0.07,0.02,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.03,0.0,0.0,0.02,0.05,0.2,0.0,0.08,0.07,0.06,0.0,0.15
136,8,0.0,0.12,0.06,0.24,0.03,0.02,0.04,0.29,0.0,0.03,0.12,0.04,0.0,0.03,0.04,0.01,0.01,0.05,0.03,0.02,0.02,0.03
137,2,0.0,0.4,0.25,0.03,0.01,0.11,0.27,0.16,0.04,0.0,0.07,0.02,0.0,0.0,0.01,0.01,0.0,0.03,0.01,0.0,0.04,0.0
138,3,0.0,0.02,0.19,0.01,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.02,0.01,0.0,0.01,0.02
139,16,0.0,0.02,0.0,0.05,0.0,0.0,0.03,0.04,0.04,0.01,0.01,0.01,0.04,0.01,0.02,0.34,0.02,0.0,0.03,0.05,0.01,0.04
140,7,0.0,0.0,0.03,0.05,0.01,0.0,0.14,0.01,0.04,0.05,0.0,0.02,0.01,0.03,0.02,0.01,0.01,0.0,0.01,0.04,0.01,0.0
141,7,0.0,0.16,0.04,0.01,0.0,0.02,0.51,0.32,0.02,0.05,0.03,0.02,0.02,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.02,0.02
142,7,0.0,0.02,0.06,0.0,0.03,0.0,0.1,0.06,0.05,0.03,0.03,0.01,0.0,0.03,0.03,0.01,0.03,0.02,0.0,0.01,0.05,0.0
143,19,0.0,0.01,0.03,0.06,0.02,0.0,0.03,0.0,0.02,0.01,0.01,0.01,0.19,0.03,0.1,0.03,0.06,0.0,0.35,0.12,0.0,0.02
144,8,0.0,0.22,0.36,0.15,0.02,0.0,0.02,0.38,0.02,0.06,0.02,0.02,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.01
145,13,0.0,0.02,0.03,0.0,0.03,0.0,0.02,0.01,0.03,0.0,0.0,0.0,0.32,0.07,0.08,0.03,0.0,0.1,0.11,0.07,0.03,0.12
146,8,0.0,0.01,0.0,0.0,0.15,0.01,0.22,0.33,0.02,0.24,0.01,0.01,0.01,0.02,0.0,0.04,0.0,0.0,0.01,0.02,0.03,0.01
147,15,0.0,0.0,0.02,0.04,0.02,0.0,0.0,0.03,0.0,0.03,0.01,0.01,0.0,0.09,0.15,0.01,0.01,0.0,0.01,0.0,0.0,0.05
148,14,0.0,0.04,0.01,0.06,0.01,0.05,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.17,0.0,0.04,0.11,0.0,0.0,0.14,0.06,0.03
